time,current bs,user,conn_sinr,x pos,y pos
11.95,15,23,-14.418716772252,1096.562894172287,1613.513469591261
12.6,11,115,-16.253082741542,2470.407984185288,1167.516265329541
13.05,2,218,-10.948211005118,779.291943065761,-425.565944859581
13.5,9,250,-6.20499232442,285.76630520785,800.80581945287
13.5,12,270,-14.516638492562,3111.269567096384,1499.092635558172
14.2,10,327,-13.845225796728,614.543687511437,766.667530271031
14.7,16,292,-26.928012821988,2535.216616725748,2538.045838121904
14.75,16,153,-6.194921273109,2537.827698458037,2291.707015230889
15.15,16,9,-14.675017987045,2684.428149380517,1521.389171087265
15.2,17,300,-6.259069831964,100.044790001602,3000.722700298879
15.3,11,199,-6.890145187105,2254.882724049582,734.916458394272
15.45,7,314,-12.09330164046,2831.567042768646,-71.84766812214
15.6,15,74,-26.773106343571,1299.302071648375,1397.593568762511
15.85,12,378,-9.403799811583,2939.608599619279,1213.556296559517
15.95,2,75,-15.650597473361,1448.149891806289,-874.590307824863
16.05,10,21,-7.278589469394,797.935671926852,1054.887787101473
16.1,1,284,-9.424718098302,167.488582659643,-373.186802627044
16.4,7,5,-10.095990219545,2401.032481846507,448.108356459335
16.4,8,313,-11.942856962617,-1602.397265312191,731.06623283732
16.45,15,338,-11.148555042936,1351.303924113528,2293.474594155348
16.55,14,304,-29.969197924199,-155.201508945271,2091.897070630058
16.65,2,305,-6.997976203226,1199.171876267064,-626.886232508666
16.7,3,48,-10.881104760439,2313.779998619519,-580.044272465858
16.7,5,312,-14.742714299024,744.91757142349,469.713555318546
16.75,6,188,-7.056975324727,1871.452450724231,168.454868585736
16.8,11,79,-17.885555819183,2141.187117588348,384.514874993406
16.9,2,92,-16.136348646927,1288.558075710842,-1135.052000514063
17.0,19,366,-11.339087842241,2300.478253584108,3114.404386850388
17.05,5,337,-9.751027299578,620.239891085928,464.402247631671
17.45,17,31,-13.132044464851,322.470441634996,2720.479362557916
17.5,10,303,-19.442073404363,525.975220253156,992.923277983965
17.55,7,112,-21.699783941082,2769.666130505059,-420.248607767237
17.6,6,141,-14.03497260641,1891.184496149746,-382.791308385446
17.75,15,255,-15.006858004236,1549.530789135121,2314.84724979079
17.8,16,329,-19.772333401932,3178.097073531615,2316.858653018517
17.85,15,99,-6.712268420883,1278.734283397074,1998.374999194602
17.85,19,206,-7.262269381024,2236.994063090553,2877.889835063437
17.85,14,326,-13.922798491047,460.359367814708,2295.88538260561
17.9,19,64,-18.282104256055,1957.309408374723,3200.139686455609
17.9,3,114,-7.394692432117,1844.498409784208,-1051.36950943044
17.9,11,184,-14.793236499462,1595.541574543624,1188.947746076374
18.0,15,371,-16.693611840648,1278.380469298666,2436.05606832235
18.05,18,325,-7.706977059261,948.731836592998,3049.154141112737
18.25,19,138,-26.556135374305,1516.160444103291,2927.359527732187
