time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,0.0526315789473684
13.0,0.0526315789473684
14.0,0.0526315789473684
15.0,0.0603163256188008
16.0,0.0656483104995691
17.0,0.1594243735533863
18.0,0.3251761835734666
19.0,0.3594462217943998
20.0,0.3361213017539074
21.0,0.3968576008785501
22.0,0.410882042620911
23.0,0.461896531821042
24.0,0.4440276976341602
25.0,0.4383594120436225
26.0,0.4063935531411192
27.0,0.437646211984884
28.0,0.4151767362907867
29.0,0.4124613003095975
30.0,0.4097540440233617
31.0,0.4097540440233617
32.0,0.3906353598728731
33.0,0.366723259762309
34.0,0.369453677111233
35.0,0.3684842357995831
36.0,0.3780534907735116
37.0,0.3849650841261658
38.0,0.4156979855345151
39.0,0.376219864092712
40.0,0.3660158178323477
41.0,0.3968627198350834
42.0,0.3443115134422053
43.0,0.4299030345213477
44.0,0.5057983942908116
45.0,0.3567646927970814
46.0,0.3633687550888328
47.0,0.3736755492681237
