time,current bs,user,conn_sinr,x pos,y pos
11.85,11,35,-7.113997733985,2168.724093664852,1291.554238584838
12.0,7,78,-8.708636462829,2493.136816212597,-159.79928982111
12.8,6,336,-9.480432496654,1552.503209840194,-199.562901405581
13.0,16,358,-10.424132410697,2712.31884786582,1654.805171710324
13.55,10,1,-10.87927144066,544.266899003257,872.941091409591
13.55,13,60,-7.014714637771,-1071.43169082622,1818.104592659204
14.6,13,226,-14.908461833596,-1047.416945033377,1725.147381929825
14.8,6,289,-11.228732019969,1198.627679408904,-198.826295423896
14.95,19,106,-15.194665006655,1639.535861404785,2782.068649596115
15.1,5,110,-9.533340987959,587.02983661465,418.1733045598
15.25,8,361,-11.414430859777,-730.670158481656,1024.633975189517
15.4,2,323,-8.395303385225,1136.925545769882,-1204.509933679378
15.5,13,350,-11.062463888669,-335.962962625605,1827.759913864089
15.65,1,167,-12.298236549433,374.977255563731,-533.224588981468
15.7,1,92,-11.636283939821,76.259709020783,-369.690268760586
15.85,6,148,-10.688669919835,1806.388596265334,-182.249288415023
15.85,4,221,-9.462182991935,-834.226325857794,402.418958636232
15.85,9,250,-10.462302579778,-398.667338691302,1152.657298990086
15.85,7,366,-11.759596551234,2290.432762055887,372.486388319967
15.9,16,179,-9.216628330515,2137.166164540055,1729.435426651732
15.9,9,331,-11.390116193934,133.312429442357,633.881500355389
15.95,4,159,-13.521680208165,-1009.348143582255,202.286866428969
15.95,3,257,-10.786868005018,2079.323965532246,-499.6541339618
15.95,8,281,-11.666925966208,-1389.383983963169,908.677570662213
16.0,17,151,-15.16485555714,-420.523689713294,2460.217330475737
16.05,5,39,-8.49633290461,677.145916894166,174.351898824727
16.1,15,280,-6.500817032853,1765.565098636759,1813.838531933292
16.1,7,282,-16.791995508251,3047.771548730719,-10.167958163948
16.15,11,376,-6.087786405368,2216.295651778244,1033.665052382908
16.3,4,109,-8.110352293219,-666.922235446302,-263.708990929316
16.3,11,371,-14.928781976187,2421.970227602474,913.357729395471
16.45,7,372,-15.070243986181,2374.87992269668,-372.524879194765
16.5,6,73,-6.415333564879,1516.285177076968,316.57594646933
16.5,6,224,-7.573802111574,1312.759605906445,240.370441027391
16.65,3,162,-8.290210053868,1878.812812104098,-618.621019324522
16.7,9,316,-12.459500136624,-18.374997025918,582.72428993873
16.8,12,298,-17.397455542615,2955.772164912616,1458.791777432057
16.85,15,130,-15.259765714841,1230.161034522915,2186.863001710258
16.85,15,359,-15.446490954522,1115.751687404655,1970.771088597054
17.1,14,293,-16.238878318043,474.249769027452,2425.530626604178
17.15,9,194,-9.540640410472,134.262529973388,763.316132246335
17.2,4,105,-19.061469051586,-1030.737831992006,440.775650187176
17.2,18,237,-9.283099485844,879.899287280564,2329.458828992942
17.35,10,89,-11.677203624514,1480.132072190081,943.606861099155
17.4,17,38,-10.579434161622,-322.615717817987,3123.584581317601
17.4,12,56,-13.360592960712,2702.328265984905,1375.207220749392
17.45,13,31,-20.4700592828,-766.818206278988,2408.838496634681
17.45,19,269,-7.42201163362,1737.648431273722,2656.732531874099
17.45,19,304,-6.616840038522,1715.38779765752,3102.575862947674
17.6,3,312,-14.527704793211,2560.837834424784,-872.660825315232
17.85,3,193,-15.275087339814,1815.141293494314,-1176.169121115553
17.85,18,196,-16.119509166558,593.025312561685,3235.019800019675
17.9,1,347,-7.369087954782,-161.150556617982,-570.628307343082
17.9,9,369,-15.66021672482,-40.611444463587,1337.891606793841
17.95,9,338,-17.240315552698,-400.934508511941,737.489673549294
18.0,4,96,-6.840991102737,-838.789759553657,125.972336456941
18.1,12,157,-8.979171561893,3081.354506644388,1343.306258112341
18.15,1,99,-10.351862515337,475.593365993531,-749.330122142421
18.3,10,236,-7.191666639164,1155.414595507658,1192.583519368078
18.5,19,377,-10.450082916848,2016.416174627285,2371.624961787039
18.7,12,87,-13.217155906426,3476.065275817239,850.725158745196
18.7,16,346,-10.751438812524,2752.432074103631,2233.671577451749
18.7,18,356,-16.863508364251,1130.257898414708,3382.86548977246
18.8,4,113,-6.98944620647,-582.976248604874,-257.301637998283
18.8,18,278,-15.348901404249,429.439016066612,3056.6875932681
