time,satisfaction
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,nan
15.0,0.9114732189777882
16.0,0.9421814850630557
17.0,0.874974776826118
18.0,0.8798094531540928
19.0,0.9192542560298398
20.0,0.7783632939047619
21.0,0.860245484693869
22.0,0.9125167951361634
23.0,0.882840988307602
24.0,0.9612038222958594
25.0,0.9605446643944252
26.0,0.9210026589839153
27.0,0.9685517597097126
28.0,0.9371576110573326
29.0,0.921695147358662
30.0,0.9476833966705399
31.0,0.915789106079373
32.0,0.9570465250470742
33.0,0.9784128426156464
34.0,0.9208545057034527
35.0,0.9711346142244992
36.0,0.9914185294769583
37.0,0.9407949988929071
