time,availability
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,0.9890943575154101
15.0,0.9890943575154101
16.0,0.9886201991465149
17.0,0.9862494073020389
18.0,0.9862494073020389
19.0,0.975343764817449
20.0,0.9720246562351825
21.0,0.9596965386439071
22.0,0.9596965386439071
23.0,0.9459459459459459
24.0,0.9459459459459459
25.0,0.9459459459459459
26.0,0.9568515884305357
27.0,0.9563774300616406
28.0,0.9563774300616406
29.0,0.9563774300616406
30.0,0.9563774300616406
31.0,0.9559032716927454
32.0,0.9559032716927454
33.0,0.9559032716927454
34.0,0.9530583214793742
35.0,0.9525841631104789
36.0,0.9525841631104789
37.0,0.9525841631104789
38.0,0.9502133712660028
39.0,0.9502133712660028
40.0,0.9478425794215268
41.0,0.9364627785680417
42.0,0.9369369369369369
43.0,0.9369369369369369
44.0,0.9340919867235655
45.0,0.9340919867235655
46.0,0.9340919867235655
47.0,0.9340919867235655
48.0,0.9340919867235655
49.0,0.9340919867235655
50.0,0.9340919867235655
51.0,0.9340919867235655
52.0,0.9340919867235655
53.0,0.9340919867235655
54.0,0.9340919867235655
55.0,0.9345661450924607
56.0,0.9345661450924607
57.0,0.9227121858700805
58.0,0.9198672356567094
59.0,0.9193930772878142
60.0,0.9193930772878142
61.0,0.9222380275011853
62.0,0.9222380275011853
63.0,0.9331436699857752
64.0,0.9359886201991464
65.0,0.9359886201991464
66.0,0.9364627785680417
67.0,0.9383594120436226
68.0,0.9492650545282123
69.0,0.9521100047415837
70.0,0.9540066382171645
71.0,0.9540066382171645
72.0,0.9540066382171645
73.0,0.9540066382171645
74.0,0.9573257467994311
75.0,0.9573257467994311
76.0,0.9544807965860597
77.0,0.9573257467994311
78.0,0.9568515884305357
79.0,0.9563774300616406
80.0,0.9563774300616406
81.0,0.9568515884305357
82.0,0.9677572309151256
83.0,0.9568515884305357
84.0,0.9573257467994311
85.0,0.9573257467994311
86.0,0.9573257467994311
87.0,0.9573257467994311
88.0,0.9568515884305357
89.0,0.9544807965860597
90.0,0.9544807965860597
91.0,0.9544807965860597
92.0,0.9573257467994311
93.0,0.9573257467994311
94.0,0.9696538643907067
95.0,0.9701280227596016
96.0,0.9701280227596016
97.0,0.9724988146040776
98.0,0.9701280227596016
99.0,0.9696538643907064
100.0,0.9559032716927454
101.0,0.9559032716927454
102.0,0.9559032716927454
103.0,0.9559032716927454
104.0,0.9672830725462305
105.0,0.9672830725462305
106.0,0.9649122807017545
107.0,0.9649122807017545
108.0,0.9649122807017545
109.0,0.963963963963964
110.0,0.963963963963964
111.0,0.9644381223328591
112.0,0.9644381223328591
113.0,0.9668089141773351
114.0,0.9668089141773351
115.0,0.96633475580844
116.0,0.9668089141773353
117.0,0.9672830725462305
118.0,0.9682313892840207
119.0,0.9687055476529162
120.0,0.9796111901375059
121.0,0.9796111901375059
122.0,0.9781887150308204
123.0,0.9781887150308204
124.0,0.9781887150308204
125.0,0.9781887150308204
126.0,0.9781887150308204
127.0,0.9805595068752964
128.0,0.9805595068752964
129.0,0.9777145566619252
130.0,0.9758179231863444
131.0,0.9758179231863444
132.0,0.9758179231863444
133.0,0.9758179231863444
134.0,0.9758179231863444
135.0,0.9758179231863444
136.0,0.9805595068752964
137.0,0.9800853485064011
138.0,0.9914651493598863
139.0,0.9805595068752964
140.0,0.9805595068752964
141.0,0.9805595068752964
142.0,0.9834044570886677
143.0,0.9810336652441916
144.0,0.9815078236130867
145.0,0.9815078236130867
146.0,0.9810336652441916
147.0,0.9834044570886677
148.0,0.9838786154575629
149.0,0.9838786154575629
150.0,0.9838786154575629
151.0,0.9838786154575629
152.0,0.9838786154575629
153.0,0.9838786154575629
154.0,0.9838786154575629
155.0,0.9838786154575629
156.0,0.9838786154575629
157.0,0.9838786154575629
158.0,0.9838786154575629
159.0,0.9838786154575629
160.0,0.9838786154575629
161.0,0.9843527738264581
162.0,0.9843527738264581
163.0,0.9843527738264581
164.0,0.9848269321953532
165.0,0.9843527738264581
166.0,0.9853010905642484
167.0,0.9853010905642484
168.0,0.9853010905642484
169.0,0.9853010905642484
170.0,0.9848269321953534
171.0,0.9848269321953534
172.0,0.9824561403508772
173.0,0.9824561403508772
174.0,0.9933617828354672
175.0,0.9933617828354672
176.0,0.9962067330488383
177.0,0.9962067330488383
178.0,0.9966808914177335
179.0,0.9966808914177335
180.0,0.9966808914177335
181.0,0.9966808914177335
182.0,0.9966808914177335
183.0,0.9966808914177335
184.0,0.9966808914177335
185.0,0.9966808914177335
186.0,0.9966808914177335
187.0,0.9966808914177335
188.0,0.9966808914177335
189.0,0.9966808914177335
190.0,0.9966808914177335
191.0,0.9838786154575629
192.0,0.984352773826458
193.0,0.9838786154575629
194.0,0.9838786154575629
195.0,0.9838786154575629
196.0,0.9834044570886677
197.0,0.9834044570886677
198.0,0.9829302987197724
199.0,0.9829302987197724
200.0,0.9824561403508772
201.0,0.9848269321953534
202.0,0.9848269321953534
203.0,0.9848269321953534
204.0,0.9848269321953534
205.0,0.9848269321953534
206.0,0.9819819819819821
207.0,0.9819819819819821
208.0,0.9819819819819821
209.0,0.9819819819819821
210.0,0.9796111901375061
211.0,0.9796111901375061
212.0,0.9800853485064013
213.0,0.9781887150308204
214.0,0.9777145566619252
215.0,0.9777145566619252
216.0,0.9777145566619252
217.0,0.9772403982930299
218.0,0.9772403982930299
219.0,0.9772403982930299
220.0,0.9772403982930299
