time,availability
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,0.9995258416311048
13.0,0.9995258416311048
14.0,0.9995258416311048
15.0,0.9786628733997155
16.0,0.9777145566619252
17.0,0.9577999051683262
18.0,0.867709815078236
19.0,0.8691322901849217
20.0,0.8549075391180654
21.0,0.8041725936462779
22.0,0.7823613086770982
23.0,0.7472735893788525
24.0,0.8378378378378377
25.0,0.8368895211000474
26.0,0.8473210052157421
27.0,0.8558558558558559
28.0,0.8610715979137031
29.0,0.8615457562825984
30.0,0.8620199146514936
31.0,0.8620199146514936
32.0,0.8733997155049785
33.0,0.8975817923186346
34.0,0.8985301090564249
35.0,0.8975817923186346
36.0,0.8961593172119489
37.0,0.8947368421052632
38.0,0.8354670459933619
39.0,0.8724513987671881
40.0,0.8748221906116642
41.0,0.8947368421052632
42.0,0.8762446657183499
43.0,0.8809862494073019
44.0,0.8506401137980085
45.0,0.8591749644381222
46.0,0.8601232811759127
47.0,0.8572783309625415
