time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,0.0526315789473684
15.0,0.0845002414292612
16.0,0.0734680302652366
17.0,0.058059078842021
18.0,0.0623020419165712
19.0,0.0666498380243174
20.0,0.1896460692157385
21.0,0.142165208008632
22.0,0.1682677981013466
23.0,0.2349134705062811
24.0,0.2152372894053773
25.0,0.1993616845873916
26.0,0.1993616845873916
27.0,0.2561715190515466
28.0,0.2582801901687351
29.0,0.1913092860937586
30.0,0.1913092860937586
