time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,nan
15.0,0.057579117973215
16.0,0.0550226883677961
17.0,0.1839159026091876
18.0,0.1262835742761648
19.0,0.1541207365590553
20.0,0.2576370997423629
21.0,0.2702268491742176
22.0,0.3374847086913588
23.0,0.3789093620038151
24.0,0.3655800603344755
25.0,0.3746653472334091
26.0,0.3690982830669303
27.0,0.328552653630053
28.0,0.328552653630053
29.0,0.296113857954808
30.0,0.308958273273085
31.0,0.308958273273085
32.0,0.3120890111263907
33.0,0.2945736434108527
34.0,0.2959222380275012
35.0,0.3174848359266096
36.0,0.3007280785058562
37.0,0.2969065098001705
