time,availability
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,0.9933617828354672
14.0,1.0
15.0,0.9947842579421526
16.0,0.9886201991465149
17.0,0.9933617828354672
18.0,0.963963963963964
19.0,0.9658605974395448
20.0,0.9691797060218114
21.0,0.9037458511142722
22.0,0.8857278330962541
23.0,0.894262683736368
24.0,0.8790896159317212
25.0,0.8577524893314368
26.0,0.8634423897581791
27.0,0.8639165481270745
28.0,0.8634423897581791
29.0,0.8643907064959696
30.0,0.8691322901849217
31.0,0.8847795163584637
32.0,0.8847795163584637
33.0,0.8805120910384069
34.0,0.8847795163584637
35.0,0.8501659554291132
36.0,0.8790896159317213
37.0,0.8790896159317213
38.0,0.8269321953532479
39.0,0.8169748696064485
40.0,0.8624940730203888
41.0,0.8658131816026553
