time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,0.0526315789473684
14.0,nan
15.0,0.0630536737884315
16.0,0.1232349165596919
17.0,0.0973187686196623
18.0,0.1228779304769604
19.0,0.1419573908757324
20.0,0.2132007872029066
21.0,0.375826500925681
22.0,0.3966387358040879
23.0,0.3055826957937751
24.0,0.2867986609446603
25.0,0.3382492220267894
26.0,0.3406268480189237
27.0,0.338661864410264
28.0,0.3429280191838591
29.0,0.3403741802323645
30.0,0.3195141184168582
31.0,0.2712140767312294
32.0,0.2712140767312294
33.0,0.2730204043027026
34.0,0.2712140767312294
35.0,0.3184427379646401
36.0,0.2951589841356302
37.0,0.2897611058380012
38.0,0.3188505345488226
39.0,0.3204697481341278
40.0,0.3427002004857299
41.0,0.3380552190485036
