time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,nan
15.0,nan
16.0,0.0955165692007797
17.0,0.0892296967584524
18.0,0.0947368421052632
19.0,0.1328241739996679
20.0,0.1687400318979266
21.0,0.1738645144672447
22.0,0.2149785339481634
23.0,0.222989600698579
24.0,0.2536570652993515
25.0,0.3815010900031143
26.0,0.3815010900031143
27.0,0.3815010900031143
28.0,0.3697792869269948
29.0,0.3697792869269948
30.0,0.3697792869269948
31.0,0.3697792869269948
32.0,0.3697792869269948
33.0,0.3697792869269948
34.0,0.3697792869269948
35.0,0.3742690058479533
36.0,0.3742690058479533
37.0,0.3742690058479533
38.0,0.3742690058479533
39.0,0.3742690058479533
40.0,0.358715938783128
41.0,0.358715938783128
42.0,0.358715938783128
43.0,0.358715938783128
44.0,0.1881288234996713
45.0,0.1923153892335402
46.0,0.1923153892335402
47.0,0.1923153892335402
48.0,0.1923153892335402
49.0,0.136757978863242
50.0,0.136757978863242
51.0,0.1202307734175148
52.0,0.243609022556391
53.0,0.243609022556391
54.0,0.243609022556391
55.0,0.2541353383458647
56.0,0.2714681440443213
57.0,0.240398293029872
58.0,0.2105263157894738
59.0,0.2105263157894738
60.0,0.1819548872180452
61.0,0.1819548872180452
62.0,0.2235294117647059
63.0,0.244798041615667
64.0,0.2289156626506024
65.0,0.2289156626506024
66.0,0.2289156626506024
67.0,0.2079589216944801
68.0,0.1727395411605938
69.0,0.1537935748462064
70.0,0.1012145748987855
71.0,0.1012145748987855
72.0,0.1201588877855015
73.0,0.1201588877855015
74.0,0.1012145748987855
75.0,0.1012145748987855
76.0,0.1012145748987855
77.0,0.1157894736842105
78.0,0.1560480147737766
79.0,0.1778584392014519
80.0,0.1778584392014519
81.0,0.1778584392014519
82.0,0.1778584392014519
83.0,0.1778584392014519
84.0,0.104386824063096
85.0,0.104386824063096
86.0,0.1524864793562855
87.0,0.1524864793562855
88.0,0.1483133445666898
89.0,0.1821673272498234
90.0,0.1821673272498234
91.0,0.1480963045912654
92.0,0.1956119807716011
93.0,0.1824729891956782
94.0,0.1824729891956782
95.0,0.1780232300534861
96.0,0.1780232300534861
97.0,0.1576220343605127
98.0,0.1576220343605127
