time,current bs,user,conn_sinr,x pos,y pos
20.3,12,376,-10.142388545301,2561.184204354652,1041.499162185092
20.85,14,94,-7.722956701019,501.356482161256,1867.872303708018
24.45,14,228,-6.141074313813,374.37045565698,1771.686182759152
27.35,2,247,-10.567233517486,1208.365226038499,-416.86421834157
27.85,11,56,-8.138513650115,1708.672945350304,1030.844496107757
34.15,6,65,-6.741709335031,1529.68794093237,37.622787360525
39.75,8,118,-7.010410019001,-908.142831166439,918.911920626427
48.3,9,371,-7.224359406139,50.568984424932,828.421991840817
48.6,7,164,-6.124879426446,2426.612684327908,381.040667369987
48.9,19,197,-6.560632554932,1889.252627057947,2667.235069765286
50.5,10,346,-7.493990423672,1190.372884372422,1000.273109377904
51.25,13,11,-8.789106589963,-324.739303990006,2000.25546816465
54.15,6,335,-6.971439289934,1322.337617097935,384.509254897292
57.0,10,12,-6.791093548091,1087.381085615355,1176.344744351662
57.5,4,144,-9.920003522757,-273.685686416595,423.071504006496
59.05,8,266,-7.562162825705,-540.605440358687,870.181556751255
63.75,11,288,-6.905539282466,1679.760697186955,998.927707900028
66.4,16,347,-6.609217415789,2375.763508538229,1608.218921861804
67.05,10,377,-7.155043264072,922.50951450908,822.164451163388
67.7,12,236,-10.10459941722,2855.591048142226,1110.114596209745
68.5,11,99,-6.290252292962,1804.613398906881,1164.187969555393
69.8,2,83,-9.893106476487,1013.813436188727,-689.619818498781
73.75,19,368,-6.15755606582,1958.909477347929,2289.179522218059
83.5,5,328,-6.566996566437,421.463736501245,159.562143412014
90.15,17,201,-6.687682550744,-80.877974833151,2486.215720693855
96.25,8,25,-7.418548988751,-535.417291786077,1017.904940942453
