time,satisfaction
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0555555555555556
16.0,0.0555555555555556
17.0,0.046875
18.0,0.0416666666666667
19.0,0.0289855072463768
20.0,0.0408163265306122
21.0,0.0334728033472803
22.0,0.0307167235494881
23.0,0.0305810397553517
24.0,0.0282485875706215
25.0,0.0271739130434783
26.0,0.0240641711229947
27.0,0.0238095238095238
28.0,0.0184696569920844
29.0,0.0184210526315789
30.0,0.0184210526315789
31.0,0.0210526315789474
32.0,0.0210526315789474
33.0,0.0210526315789474
34.0,0.0184210526315789
35.0,0.0210526315789474
36.0,0.0236842105263158
37.0,0.0263157894736842
38.0,0.0263157894736842
39.0,0.0289473684210526
40.0,0.0263157894736842
41.0,0.0263157894736842
42.0,0.0289473684210526
43.0,0.0315789473684211
44.0,0.0289473684210526
45.0,0.0289473684210526
46.0,0.0289473684210526
47.0,0.0263157894736842
48.0,0.0263157894736842
49.0,0.0236842105263158
50.0,0.0236842105263158
51.0,0.0236842105263158
52.0,0.0210526315789474
53.0,0.0210526315789474
54.0,0.0210526315789474
55.0,0.0210526315789474
56.0,0.0210526315789474
57.0,0.0210526315789474
58.0,0.0236842105263158
59.0,0.0289473684210526
60.0,0.0315789473684211
61.0,0.0342105263157895
62.0,0.0394736842105263
63.0,0.0394736842105263
64.0,0.0394736842105263
65.0,0.0394736842105263
66.0,0.0394736842105263
67.0,0.0394736842105263
68.0,0.0394736842105263
69.0,0.0394736842105263
70.0,0.0394736842105263
71.0,0.0394736842105263
72.0,0.0394736842105263
73.0,0.0342105263157895
74.0,0.0342105263157895
75.0,0.0342105263157895
76.0,0.0315789473684211
77.0,0.0342105263157895
78.0,0.0315789473684211
79.0,0.0315789473684211
80.0,0.0289473684210526
81.0,0.0342105263157895
82.0,0.0342105263157895
83.0,0.0315789473684211
84.0,0.0289473684210526
85.0,0.0289473684210526
86.0,0.0236842105263158
87.0,0.0263157894736842
88.0,0.0342105263157895
89.0,0.0315789473684211
90.0,0.0315789473684211
91.0,0.0342105263157895
92.0,0.0342105263157895
93.0,0.0315789473684211
94.0,0.0315789473684211
95.0,0.0342105263157895
96.0,0.0315789473684211
97.0,0.0342105263157895
98.0,0.0342105263157895
99.0,0.0315789473684211
100.0,0.0368421052631579
101.0,0.0394736842105263
102.0,0.0368421052631579
103.0,0.0342105263157895
104.0,0.0342105263157895
105.0,0.0368421052631579
106.0,0.0368421052631579
107.0,0.0368421052631579
108.0,0.0368421052631579
109.0,0.0342105263157895
110.0,0.0315789473684211
111.0,0.0315789473684211
112.0,0.0315789473684211
113.0,0.0342105263157895
114.0,0.0315789473684211
115.0,0.0342105263157895
116.0,0.0315789473684211
117.0,0.0289473684210526
118.0,0.0315789473684211
119.0,0.0315789473684211
120.0,0.0342105263157895
121.0,0.0342105263157895
122.0,0.0342105263157895
123.0,0.0315789473684211
124.0,0.0289473684210526
125.0,0.0263157894736842
126.0,0.0289473684210526
127.0,0.0315789473684211
128.0,0.0315789473684211
129.0,0.0315789473684211
130.0,0.0315789473684211
131.0,0.0315789473684211
132.0,0.0342105263157895
133.0,0.0315789473684211
134.0,0.0315789473684211
135.0,0.0315789473684211
136.0,0.0289473684210526
137.0,0.0263157894736842
138.0,0.0263157894736842
139.0,0.0263157894736842
140.0,0.0289473684210526
141.0,0.0289473684210526
142.0,0.0263157894736842
