time,current bs,user,conn_sinr,x pos,y pos
24.15,10,234,-6.295375046745,878.557242639662,1105.61866066565
27.45,16,99,-7.116515754923,2737.485927075112,1975.939236895497
27.7,16,355,-8.289693191733,2646.673639226689,2101.605402388494
30.45,15,357,-10.97257388139,1717.514978942686,1850.918868373079
33.4,4,294,-6.384574013105,-499.689914605454,-120.828266841716
47.15,14,170,-8.197030958906,398.649744102607,2064.429346144943
60.5,4,34,-9.733995565107,-506.360316416251,-80.618465669979
64.55,6,341,-6.208975175118,1435.573732468898,-3.592441956491
67.8,11,136,-9.096090715568,1952.525409229407,1139.180542260926
72.05,18,184,-6.704851020148,952.546045933242,2620.921655506409
74.2,14,291,-7.286039467102,288.915638887214,1925.279154474146
76.05,16,255,-12.091382756454,2679.499372179523,1767.536896238912
77.4,3,254,-6.437508552322,2151.519924856641,-664.376381484261
85.05,10,41,-6.551702528652,1025.124158342638,827.572331731431
88.1,6,348,-6.039459011874,1543.790068860833,238.897707483979
88.4,12,231,-9.283141441878,3241.142090155906,882.263331887277
101.2,10,280,-6.354948313536,1100.189278630166,1143.375950315893
106.9,3,356,-12.927479365238,1834.457835551092,-935.315108940385
114.65,5,329,-6.705765990295,354.919463914602,190.338651105237
135.95,10,212,-6.273031238413,921.798796457,1133.674969795522
136.75,5,24,-8.536136265874,489.725020194654,330.616456865704
140.2,2,129,-7.304137860631,914.041279062889,-891.078576578408
140.5,11,12,-6.514765256684,2083.555943981368,827.303548675697
142.05,14,277,-10.091978376595,510.548979242466,2082.366183456701
142.7,12,260,-11.11042208638,3216.339445359861,817.835108856875
150.75,8,322,-7.19276809033,-1203.535943273885,1045.236974920478
156.1,15,18,-6.089904775194,1686.604733659701,1858.744463367388
156.2,9,268,-7.12043246515,-110.252302174581,806.572060782407
158.75,16,237,-9.147548781778,2592.776619117214,2079.64256867049
160.45,7,309,-6.29895084311,2550.567226974959,265.099166032364
161.25,10,183,-7.36514043747,893.239809095161,847.762290631505
163.4,17,372,-7.081235542433,86.98930037933,2933.619142695953
164.0,4,226,-6.916506239145,-565.754908089604,-100.6647793245
172.3,16,369,-6.227868526033,2485.447244713511,2059.283337408531
173.5,12,57,-7.463425044628,3311.031694928735,989.426844283875
177.1,3,304,-6.130059058708,2061.829644301707,-962.447200073806
183.45,7,359,-6.258221297811,2533.33647799824,291.016210599436
193.75,17,176,-8.515373122091,130.412644025832,2800.904200132578
196.55,5,147,-7.581797947479,614.80600636931,34.811527794565
198.0,2,162,-7.365585458608,833.004651761883,-867.475514018707
207.25,10,357,-7.775325807695,833.43987844059,936.432258457831
207.7,7,213,-6.186312173081,2383.385031975433,120.692956767246
218.45,12,273,-6.219930332762,3248.392141991776,1031.071455623326
223.4,10,377,-6.270527086845,834.430850156995,1073.775314522795
225.3,3,349,-6.557185117078,2027.736091289336,-988.847521484494
226.6,15,281,-6.030911360005,1358.986359068168,1869.482125713014
236.0,5,102,-10.979249215153,692.021289619,79.656686549833
236.85,18,286,-8.453881223171,900.453397806543,2643.579904440691
238.0,17,282,-7.017612588572,-225.676403232518,2912.161535677041
240.15,17,52,-6.019427628253,-187.112657631785,2844.89272934973
242.45,8,322,-7.697710190903,-1003.158837239441,847.31151181829
242.95,8,338,-7.630989665158,-902.820617231246,1093.324559772881
247.85,10,41,-6.856624337017,846.871152585785,948.457659010856
266.0,3,287,-6.188923180386,2153.506884228958,-679.686153162408
271.65,17,14,-7.034097910392,-199.959410725072,2890.812899925418
273.0,16,358,-8.560877446832,2433.771931654666,1776.657110255602
274.8,14,184,-9.967119106419,338.54424403671,1822.929229276435
275.7,1,310,-8.372609527576,24.000817142642,-982.486928131641
276.2,6,246,-6.683868312931,1354.576665890439,186.66260544273
279.4,3,193,-7.90956904524,2195.997886603172,-897.416351041551
280.9,19,49,-6.973151755204,1924.475942602814,2683.950056357059
283.7,11,77,-6.925476092881,1912.664951140599,1129.993188034212
290.85,8,319,-7.367884342808,-1211.142239480216,1162.638813701281
305.5,9,324,-6.254286901583,-159.542310698857,1145.402771619845
307.1,15,44,-6.371284943121,1612.441929193884,2031.430686830405
309.6,5,357,-8.083782833019,553.779084100167,-109.545312181243
311.2,6,60,-9.698281340048,1289.0710621981,52.510957928109
312.7,18,265,-12.100192067986,972.666447431379,2566.272676555206
317.3,13,101,-6.55402000961,-421.359914783202,2075.430426694206
318.2,1,310,-6.588123105922,5.169625329629,-966.645344594204
319.25,10,179,-6.198214089075,838.474432070306,867.255961869775
320.2,9,117,-7.017965326014,-243.151845638976,1066.640069363101
321.05,17,283,-9.664501235815,30.42805987254,2628.356660849439
325.0,18,239,-9.00474190985,873.941527464015,2703.31107045824
326.4,8,3,-8.016175734077,-989.11769646296,1147.655953123892
331.8,10,377,-6.433876908907,830.121775360099,1042.148834739104
340.9,19,11,-8.720801073983,2102.779406794024,2618.588616722986
342.65,10,57,-7.729455674105,838.746102638546,883.242986144612
349.3,6,146,-6.826429488097,1373.594417704774,210.307836755863
351.55,19,206,-7.403903496935,1904.983072310804,2669.970632337084
352.0,7,253,-6.126730485193,2502.370268746311,263.247650295181
356.65,11,156,-11.654400146385,2008.208454249719,1173.10002526297
357.65,18,196,-6.55470016037,828.224336888539,2865.423140470954
369.1,19,307,-6.441020911654,1912.343530474844,2922.831430855525
377.1,14,247,-6.248091310708,284.634393183683,1884.707941891975
377.45,10,286,-10.362210473777,1194.302942573658,955.991051589465
380.3,13,230,-6.225571557291,-736.092809521057,1806.794950214741
385.0,17,176,-7.383164753945,114.211126460171,2712.464069449037
387.0,3,172,-6.370352646942,2082.420329534429,-1009.486246353799
388.3,9,19,-6.423944276281,-180.46021900949,1091.354285138139
391.1,11,309,-6.198784543599,1884.474901638045,1110.612377080949
