time,user,x pos,y pos
12.0,347,2328.235761202081,3244.026954336227
12.95,315,2376.438420881311,711.539189427343
13.5,316,2418.793889572587,-1349.263188029481
13.5,329,155.399260131169,-299.735158875142
14.6,184,-1541.298841069501,449.03782555665
14.75,131,288.101266427219,-203.598908840143
15.2,375,3904.427978991352,948.47676192337
15.25,176,-1212.164960511067,2008.546202940822
15.45,232,3366.948588320602,1373.448978973232
15.45,294,865.639830225215,3504.046273706411
15.6,218,-1751.615861990693,1056.187287377251
15.7,136,661.575613799567,-1530.142123511569
15.75,187,-894.311906883049,1567.638150244269
15.8,116,1683.321153653203,594.531949635791
15.9,167,609.858297328854,3072.411528519011
16.05,84,2828.455858974338,2506.84233465319
16.3,360,2277.088741186702,1208.855859823447
16.45,59,756.451758244486,-1421.764890395518
16.45,248,2525.397864612576,-1084.429218888174
16.55,121,854.757684278066,3459.60975679388
16.6,68,-1668.04515153128,832.014264168283
16.65,150,1899.322255130219,1324.57424787327
16.7,77,3115.728902699128,-213.023355557127
16.85,319,2686.55192658655,-614.903666017539
17.1,163,348.419174620712,954.068138876259
17.15,174,2370.525735983741,-1475.851336012297
17.2,323,2568.578226669122,-1376.856234448807
17.3,186,951.576554573519,-358.742045247357
17.4,15,3187.882816047264,1855.923095940328
17.4,270,-587.99415284736,-752.517890569462
17.4,337,-30.691145125475,-25.298386429237
17.75,20,642.01049455686,-1439.330418888842
17.8,42,2766.420811020893,388.413175238449
17.8,141,3424.130667417806,104.034944887376
17.85,292,3118.543053422416,98.948133126
17.9,66,1027.636461644181,1508.246439826883
17.95,320,1197.39387444226,-1449.836720328082
17.95,358,-1310.66322234961,627.937981281398
18.05,19,1564.882298929639,2429.395104029492
18.1,252,-1078.775502813981,-238.555795062262
18.15,220,-1177.845071341572,-336.187813952551
18.2,145,-1264.122400317293,2173.422241324774
18.2,219,3430.157662013446,1360.209102018921
18.25,280,2893.366517654214,1547.830482676675
18.25,367,-304.014667735245,1031.297883780696
18.3,172,1484.677177959937,-1357.553244043702
18.4,151,118.530463643952,-229.533489148572
18.45,171,1867.886684796682,223.378274824663
18.5,222,2281.865074897597,2242.884195263895
18.5,297,1077.92334174057,3388.975755364866
18.65,82,988.285242623927,1576.402005132335
18.75,132,-707.440035413849,-893.622056733087
18.85,129,1100.028974156146,2334.304261730341
18.9,62,2416.171935800902,1160.048442009077
19.0,173,-1041.006452491011,1981.918512283848
19.05,147,-1205.475528997907,-244.825982861047
19.1,149,-1251.528873023185,561.261172829727
19.1,238,963.261325340468,2395.431744307606
19.15,43,2383.244689021382,3576.894325233924
19.15,124,2629.211544334727,954.072586018673
19.15,284,1882.516407397442,-1174.341545295381
19.2,60,1180.541681726851,-143.360687675389
19.25,312,984.405130924312,1774.023745989657
19.3,5,-1075.551642080055,-64.957998428824
19.3,25,-586.834556015752,-172.213662125782
19.4,178,1909.481662230956,476.053873251742
19.45,233,1584.793462500365,2762.327153870892
19.65,321,-134.701535274164,-978.425246610996
19.65,346,-284.666233979951,-244.200854990853
19.7,102,102.757943128156,1199.095258727583
19.75,114,2540.255110257646,1141.744492672394
19.75,273,-509.592010614979,980.276300067445
19.8,211,-571.442302271849,2960.147205175184
19.9,7,1472.648381885784,2805.218308994305
19.9,23,-197.273418044172,136.291301358843
19.9,52,2806.845650559248,2304.413043591212
19.9,224,3023.330032590353,-243.019897894723
19.9,256,2859.477410507891,-288.07888966896
19.9,374,-509.451246177534,461.319136207378
19.95,112,504.754497927873,2753.963770261919
20.05,130,2157.878232045445,3546.903853409978
20.05,379,913.155911802499,2317.282554946591
20.1,108,2873.071209486125,274.069044539275
20.1,377,716.890107369022,22.782861582642
20.2,10,-583.686981652911,-436.169698587881
20.2,94,2278.993875198909,-1524.126183326784
20.2,275,-150.472873115082,1170.331105700385
20.2,318,-1456.73817282459,529.015289069511
20.3,65,-233.205341107027,2063.989907365689
20.35,125,-431.817340689571,3405.028172856393
20.35,162,2250.631276970928,-1475.318950541246
20.5,240,2532.760093446519,468.673354032618
20.55,283,754.170498167807,-291.245963272404
20.55,328,2916.210956531128,-253.319349091116
20.55,351,2671.425625703677,3149.567838795835
20.6,369,1918.979849720033,1568.607688570227
20.65,111,747.578467786505,406.376021489905
20.7,309,2650.794776694138,521.102190667725
20.75,83,3539.113317633295,355.73948757771
20.75,139,-1461.219267964943,1169.527623314468
20.8,231,-1039.826295049426,2538.789524451028
20.9,58,3732.391520203289,749.118765122806
20.9,185,252.225163008785,-1560.682691116269
20.9,249,-686.211380915604,2832.513214627331
21.0,128,3922.997195573096,1008.616053835094
21.0,161,26.564192783008,-1561.096286311349
21.05,263,2195.335985138482,2373.616606602026
21.05,368,839.261294484984,51.137128465988
21.1,310,3459.221083664622,1290.810598371337
21.15,70,-186.032909591173,-117.100093248951
21.15,138,1560.742334463677,697.686825620421
21.3,135,3381.504402770327,-29.789104539256
21.5,199,1829.564268844326,-1454.239700126587
21.5,215,3627.454855533758,574.480579397426
21.5,331,808.326726848692,2126.228363330538
21.55,237,-187.288108282539,-1061.916937303357
21.6,209,-71.287829046488,-83.596544715784
21.65,332,1086.426878404232,-1445.76479653496
21.7,258,3322.038927204077,1848.18629092758
21.75,61,1659.398980868976,-818.729736365744
21.75,165,1333.811389456663,2558.237351885067
21.75,229,-351.632009552599,-1283.715026714308
21.9,55,1172.859241119879,2525.35354807293
22.0,376,1597.984995585909,2782.278834790973
22.05,228,709.967455868678,3182.199221102435
22.1,22,-487.831337287551,937.525412085269
22.2,120,3452.711471568854,179.326557845609
22.3,1,254.12031916485,-1383.018854097802
22.5,362,1192.400206464398,-1397.043226568097
22.55,326,-304.582171805831,532.200249757288
22.6,17,3548.965683017042,1274.338896268239
22.65,123,1169.402043927199,-244.774639563184
22.7,276,1680.72041839786,3567.243549587981
22.7,322,480.823041784359,762.134483898563
22.8,272,329.986161176897,336.863853666692
22.95,260,-589.143894674884,-416.756472315774
23.05,56,-558.357064162809,-1377.37716635146
23.05,74,2071.360701170115,3441.116902287109
23.05,133,3171.432881454522,-381.699983961095
23.1,317,-1426.616536904837,404.839211854268
23.15,157,-796.597855705455,2665.283990616937
23.2,99,851.757553425349,328.921257469415
23.2,338,-373.998741780247,-429.594270080237
23.25,38,-871.635393377858,2559.51880846674
23.35,169,-113.019011689066,1872.744641734814
23.35,325,771.809384971297,3275.9815199748
23.45,194,-1436.579577121308,170.315865363925
23.55,235,1593.27073205137,3409.955510380872
23.7,34,-544.867312223064,3003.371703475422
23.8,57,1543.615062889249,-1141.247008127792
23.8,341,1553.522813074741,3149.603231420486
23.85,342,676.515290336455,2064.40694277871
24.1,293,2399.581076687834,3154.489055669249
24.2,37,973.063278116549,2183.169923618963
24.25,105,-837.367404553758,747.127392010934
24.65,236,288.265955095139,-448.990397288566
24.9,242,-1171.717986559606,-258.585608430949
24.9,324,880.7492646226,-1357.688712373463
25.0,245,-415.840608662704,3106.367322013256
25.05,254,75.378355116219,-1419.400673906725
25.25,113,3476.776057991679,1321.59862778774
25.3,89,1286.924175568165,2477.777029511695
25.45,197,809.823832303044,1617.938101947733
25.5,330,-757.52373666094,-939.282572456366
26.0,64,2754.82042603896,2700.199507710608
26.25,95,-517.116895649266,-453.115735286506
26.3,6,3208.396862526433,157.433633836482
26.45,14,1634.689931870688,3354.290142236888
26.55,177,223.114462539079,3381.868278411289
26.55,207,-232.536813039118,469.96171020192
27.55,97,285.818930572121,3445.527236437916
28.55,347,2304.234879861584,3164.834024128518
29.2,329,219.182719227843,-97.311947822413
30.55,316,2464.501308646599,-1399.121225027137
31.55,15,3187.953446406722,1926.673060684872
31.55,195,295.812729086257,2325.950004180286
32.25,118,1997.31993924546,2195.673584193767
32.95,150,1930.729723172305,1399.779440188629
33.15,222,2351.454870349563,2220.01887503975
33.55,155,157.672461110722,3409.822296477368
33.9,174,1953.558277171685,-1437.254693777119
34.0,178,1905.632788541844,548.952338059489
