time,current bs,user,conn_sinr,x pos,y pos
11.5,6,209,-9.459267271489,1436.269141795478,525.642351495516
14.05,3,229,-6.755648859219,2406.917716702325,-538.54660654019
14.8,16,370,-9.56142634514,2528.88161671689,2115.674993076871
15.05,7,63,-12.502193873424,2353.356902524027,301.774283043259
15.25,4,287,-6.911354712559,-477.584550502263,-214.313387704868
15.6,6,162,-7.25744578443,1691.028481463337,-56.961868474253
15.75,8,3,-13.85324843414,-1396.962068531235,1320.520434328361
15.8,8,219,-10.476659905125,-1332.273505351981,1135.249839468779
16.0,3,152,-6.379501348024,2102.646905979447,-960.861480023679
16.0,15,247,-8.164037882079,1795.004032218774,1621.693533827404
16.1,14,174,-6.356090908792,561.389709172532,1641.936187430739
16.1,13,376,-7.462676130344,-641.431796036351,1679.656906173219
16.15,3,338,-9.475260064272,1774.243351769395,-1044.673103762263
16.25,3,54,-16.127048308686,2591.938907949642,-955.327511920294
16.3,11,158,-17.59012211497,2236.010730669816,1557.393829937945
16.5,9,343,-13.704230927597,266.41298234227,798.860112746429
16.65,3,81,-24.447718097929,2266.970583033853,-1225.450550699944
16.65,19,124,-10.880798390006,1830.666321375676,3222.968322536511
16.7,6,83,-13.307716515259,1308.826295827324,434.776214816904
16.7,17,140,-25.379184272368,-680.557947479679,2572.642651293207
16.8,19,89,-21.846524765218,2869.111523511206,2843.128473300298
16.85,6,347,-6.667080895283,1579.413199229372,-127.665023660405
16.9,7,230,-11.821144977026,2918.422836823322,383.439648900381
16.95,17,197,-7.214808915879,-273.998731561765,2781.696309642602
17.1,10,110,-8.313556858961,1128.529843327589,1430.527117609489
17.15,19,104,-21.837167361808,2661.039925168673,2970.877185513997
17.25,4,324,-6.418660508358,-580.358952537572,-147.638463985908
17.35,17,199,-7.530772404865,-160.623216075648,2978.139376993214
17.45,1,56,-16.157583903056,-50.516289169749,-434.443792269916
17.45,8,325,-7.511827513018,-973.250623624299,1181.07400812248
17.5,15,294,-11.825935789977,2108.702538829878,2138.568167215922
17.5,10,364,-22.902468956698,1458.165955123139,667.47646500669
17.65,7,95,-14.152026045445,2580.666454277639,529.108634070185
17.65,17,182,-15.747530762855,-320.708973053637,3345.40684795293
17.75,7,28,-7.286718183894,2595.059608281257,-152.54846270714
17.75,8,155,-7.014599508281,-1287.013070072647,920.270560441699
17.75,9,342,-11.664470500576,270.187032355397,1249.864991625909
17.8,18,233,-8.447554060064,1213.104536009888,2669.016309150696
17.85,14,206,-7.388905303121,292.514975742911,2134.361540005069
17.9,1,80,-19.851910961495,-420.342801852307,-1257.981748610546
18.0,15,133,-10.411044412557,1682.583341917742,1802.662650201031
18.0,19,371,-15.966771788552,2323.619507265791,3185.866823591057
18.1,11,189,-8.303600614366,1983.83422497366,730.485689588721
18.45,14,220,-7.279124417595,488.005336640614,1663.353874153596
18.55,15,136,-6.42504085816,1294.4208551949,1937.548169367954
18.55,16,170,-7.460778297206,2686.971837937122,1574.18408519878
18.6,9,105,-9.151546254374,-179.367775262721,645.038384363828
18.6,5,332,-7.575815842087,617.980744850513,-48.482480177152
18.65,14,58,-16.509830885771,828.842839986975,1694.091285703511
18.65,2,77,-7.22147722938,1215.599316083578,-764.843522095916
18.65,2,239,-9.120101129611,1100.781531244445,-491.777402185503
18.65,10,312,-10.631372477909,734.10119860616,954.684569720135
18.75,12,349,-11.114089811387,2892.121481873501,907.130431235108
18.8,10,0,-21.306736812259,543.414380862923,702.834285778113
18.8,14,108,-14.73567571624,371.854769205076,1524.795937235883
18.8,9,184,-7.617723623046,98.171800816187,1223.084274242715
18.95,16,240,-9.241958886621,2804.351701683948,1991.68858831785
18.95,2,368,-11.08113516635,1158.447236455616,-1029.543434340886
19.0,2,216,-22.20624551548,647.545696576744,-1342.95751035146
19.0,17,234,-8.911716193513,-8.891161256462,2987.44877001427
19.05,5,337,-16.797364961164,740.134088412825,508.089227017704
19.25,5,141,-13.481156897003,153.435571991346,311.186692928588
19.25,4,282,-7.339551807725,-532.212307879573,389.780580038212
19.3,15,57,-10.247304559555,1161.442985039005,2071.411855952655
19.3,15,119,-14.648947489285,1114.833775198706,1667.436793569987
19.35,18,286,-12.030099279043,830.273925673575,2999.853758048473
19.5,6,144,-13.009511520573,1216.169640390981,43.135107973472
19.6,13,168,-16.971881682099,-598.327949930922,1377.735349828417
19.6,5,356,-6.417836164963,417.384152945096,-173.307001428604
19.65,2,171,-7.980170272766,1410.114204684869,-624.97286105666
19.65,12,284,-9.77350167354,3222.280467962875,1356.807834898538
19.7,13,44,-14.595751032053,-918.557248211962,2041.084889144063
19.75,13,111,-6.686209446761,-713.757008277329,1802.051594635216
19.8,9,336,-9.656408025218,218.091682768571,986.694470446066
19.95,8,71,-6.095428195983,-813.256180387235,1113.593478673268
20.05,17,290,-17.661825096778,326.571536766103,2978.002401458585
20.1,9,20,-27.378669717837,466.174698216321,1429.668611961221
20.15,17,321,-13.411978224005,-322.562717779041,2441.000426506685
20.2,6,276,-6.988929704104,1557.166646738086,426.688988933117
20.35,1,26,-10.553633398133,141.320223975317,-992.256496620682
20.4,7,262,-12.61227590484,2612.122999341852,459.893905390739
20.4,19,289,-11.334540084238,2371.584664710771,2943.660456373726
20.45,12,217,-7.975652553627,2801.147144906859,1063.039826477956
20.5,7,198,-6.077959702763,2470.000642873205,-116.44867929511
20.55,15,53,-6.053789459312,1485.456898671814,1614.323097379159
20.6,5,4,-6.667415947106,708.309797702699,-143.699989036754
20.6,2,246,-8.271930074762,747.564366189932,-1077.201211850546
