time,current bs,user,conn_sinr,x pos,y pos
12.5,13,142,-15.534648556006,-239.997978396526,1702.30369325906
12.65,8,139,-15.331094684437,-970.51438113572,472.466863436199
13.8,12,265,-21.546099931324,3502.5168084003,616.733782939296
13.8,13,276,-23.568714879509,-60.998976304941,1673.16648154227
13.9,13,119,-11.005879334586,-798.240173786353,2269.832235929918
14.35,5,13,-8.675062602186,644.995853470553,529.958176349511
14.45,2,159,-16.069413504171,1209.911757184434,-379.914765643222
14.45,9,180,-15.622094438844,-199.116479481182,1314.593486523248
14.7,18,337,-11.197569771054,1179.018313746894,3130.705634008909
15.2,18,44,-25.625270461763,690.31875974818,3249.460942106033
15.35,18,378,-6.290772488236,791.362497168904,2493.324705411032
15.55,14,33,-14.346724288647,51.33522748683,1761.024547419586
15.8,13,166,-13.015297429174,-67.613420496577,1940.852318741032
15.8,16,321,-8.699994923958,2289.463432140878,1965.90173960383
15.9,7,170,-7.96850728414,2380.836454613613,80.332995843518
16.2,8,173,-7.410068420665,-1277.562848556538,1191.093219008669
16.2,18,368,-6.061485619561,1203.762564990666,3121.928739509714
16.3,3,226,-9.618287626959,1755.58160522901,-586.567645807651
16.4,15,202,-8.255386922051,1535.031630262825,2247.659757652843
16.5,1,361,-16.450639585229,407.954881216159,-674.940498425097
16.6,2,237,-13.140277210922,667.845068724131,-503.007869718992
16.7,15,179,-23.383676427029,1025.472512778202,1514.576436071562
16.95,2,92,-15.298348011299,1333.096666741122,-1110.398548602547
17.0,14,204,-17.884961691821,971.769184417489,2028.805067711639
17.0,3,282,-8.873164668877,2030.039659003688,-1068.06473082378
17.05,4,78,-8.521291516025,-458.809275855418,266.627275364368
17.1,17,242,-23.233317725474,-492.114804623011,3284.48243714851
17.2,15,371,-6.756132966477,1463.533882923802,1688.847706728153
17.3,5,53,-12.257947878344,185.36670492868,-156.146607332265
17.3,13,61,-7.143080355944,-327.998259900578,1706.226402412027
17.3,19,263,-12.652234661741,1566.069202030111,2956.385616574338
17.4,1,298,-16.179017736854,-21.404321984379,-1249.520005201366
17.45,15,38,-16.828240203912,2081.360648346349,1956.69703622857
17.45,4,187,-10.455792580872,-886.119681722498,87.831480972133
17.45,10,348,-8.618805315966,958.170109932766,1369.156514812747
17.55,5,184,-7.054128192214,235.275160349745,269.82075871325
17.6,8,12,-14.251667500291,-1407.038979445068,1416.430826571784
17.65,10,156,-12.401154481154,1418.938139454061,928.6089035083
17.7,19,264,-14.32604095127,1774.96659374442,3146.59356996801
17.7,6,353,-11.632620034904,1255.259084567105,390.342664420846
17.75,9,52,-8.289655328564,-245.857253869977,817.268417374915
17.85,8,57,-6.33472052117,-723.596034387303,1008.873888121733
17.9,1,241,-20.530335533464,332.140757795973,-1164.428850544177
17.95,3,55,-20.104966420948,1673.913004510497,-576.677177789296
18.0,14,89,-9.629269268828,797.24439364636,1884.902520961288
18.05,14,246,-7.699536086142,631.363375483987,2072.485304126953
18.05,18,257,-11.858362481583,1130.337929511773,2324.354538420675
18.15,12,23,-6.331700117174,2859.084626756887,925.988776398131
18.15,11,200,-8.296509649547,1921.155350887234,1375.574798373843
18.25,16,132,-8.522757548098,2593.469121673012,2077.384380951587
18.3,2,151,-14.436386030881,870.277054362151,-369.603395827081
18.3,14,181,-8.43266133933,763.955176041572,1997.898519345769
18.35,8,75,-17.112294374648,-677.704869442846,877.31639488846
18.35,11,235,-6.471886562033,1923.705516645979,1131.839375032697
18.4,10,336,-9.025910460713,1042.430588419575,692.632286400325
18.5,8,67,-6.435450579335,-1049.81494777822,1240.535126640369
18.5,8,103,-11.491460893848,-988.255051657047,1168.21274775048
18.55,18,46,-12.737767876841,1168.161397292059,2433.150903029716
18.55,6,63,-10.012601816372,1605.956810165738,364.126570455283
18.65,12,153,-17.456898552126,3675.246926031884,1262.223784527528
18.65,15,222,-6.120137061536,1634.916515413664,1684.133629063911
18.7,10,358,-12.144576298183,951.005600518067,640.157076918029
18.75,7,232,-6.653723628601,2384.729114812382,-32.401175939719
18.85,8,213,-12.963710751633,-1410.740288393841,892.987639902365
18.95,14,26,-17.190701611883,937.86227180484,2026.909799708129
18.95,3,77,-8.285218099135,2217.095763474565,-908.173920369408
18.95,1,150,-6.278856078165,-193.289596509133,-687.629933047646
19.0,10,350,-11.527643914986,795.494286943549,1085.442272003762
19.05,11,80,-6.502033302042,2235.049473393755,959.858810757236
19.1,18,108,-11.595571873904,983.728681430205,3173.854061113956
