time,user,x pos,y pos
11.05,33,-1745.928733402266,1361.745466117237
11.65,324,2139.517201493354,323.067057589989
12.8,88,2514.897820960212,3186.121453039723
13.2,6,-1088.889114251931,1305.031977338478
14.45,375,82.691714002291,434.575495184091
14.55,358,3558.966712595759,1167.028891415592
15.2,161,406.873066397027,-1037.056384370839
15.25,26,2523.948119536148,3417.382426680403
15.35,90,2789.384662540501,2232.315741087136
15.4,156,812.854829287429,2516.814102247944
15.4,362,795.292200233116,2068.843906036602
15.5,228,-1830.994737487082,948.30828557623
15.8,221,204.696421704743,1441.612868617978
15.85,313,2900.323067853177,-253.337104057486
15.9,288,-1189.808988208846,1751.915147989914
15.95,286,-1599.48848236804,949.222658746132
15.95,373,1498.951534222839,1517.328804042742
16.0,291,-258.361589376491,942.516003944971
16.0,349,2231.172381321903,-1558.056264036955
16.05,181,-395.692827125758,1571.144837177618
16.1,70,-719.810468886721,2504.636122696731
16.15,177,2495.505728562998,3449.452566586886
16.25,251,452.342425458096,-1311.459807078276
16.35,108,492.193126536334,2886.646308686663
16.4,127,2901.429168768015,-529.784777063223
16.4,264,3734.515854134482,1381.220908609188
16.4,289,3641.59897277511,1461.246370701633
16.5,7,2405.458031111618,-1271.675559714494
16.5,214,2851.234499350906,-510.70788416047
16.65,243,-846.794881007816,-832.210775915014
16.7,247,1534.929684530546,1253.875635227145
16.75,46,1986.054565259706,3193.664455657873
16.75,132,2317.755808837046,2168.333251741897
16.75,207,2631.27258171417,3328.30839616689
16.85,0,-73.874897745154,2323.965598960518
16.85,119,-523.279723692694,813.324054704439
16.85,165,2650.571341089586,1391.66500954906
16.9,150,573.487527920844,531.130801519473
16.95,84,-188.085559369012,-1570.246766887927
17.05,231,1794.616936150304,-1556.224906611812
17.05,312,642.147001837573,-1559.739421067348
17.25,20,3089.421403744574,2312.371405932888
17.3,15,2988.477000379026,-693.72914811567
17.35,22,1242.366608926687,1923.395946465065
17.35,300,1174.611550473992,625.295292591822
17.45,16,3945.324545182757,1039.063570816904
17.6,76,1437.197561653605,2499.686916104621
17.6,82,2731.57245573243,1275.229327459208
17.6,363,3449.478553738226,1564.048193986324
17.65,21,-1730.320982533731,1238.754586828804
17.7,39,-1694.549456072064,1044.215186016772
17.7,172,3262.279683256366,-210.804204592433
17.7,332,674.797422692053,366.948155864955
17.8,301,-342.337376605476,3443.295974368832
17.9,294,2837.735751073505,-169.490741512776
18.0,27,1907.904121524921,-178.463539248735
18.0,155,701.779594190201,2242.29495355376
18.05,106,-455.063066565337,2243.689034494041
18.25,112,1225.062378829919,-392.368406305777
18.35,197,1701.986051392342,3280.962480227792
18.5,149,2641.55259732847,2919.988576330857
18.55,335,2022.791526894636,2475.704381684564
18.6,160,-497.154874633673,3391.641888610818
18.6,296,-703.922981968464,2611.05035076965
18.65,54,-992.381350934878,1950.663029542262
18.7,5,490.392534066483,1074.959849446962
18.7,297,1226.350843501009,3213.692435830897
18.75,55,162.465206325553,243.551334276129
18.85,364,1897.15653702351,-1566.59096936364
18.95,63,1641.921649177986,-994.451513400976
19.0,95,94.596697218403,1530.943013414255
19.1,223,1593.91852356233,2295.310239358782
19.1,265,3649.880212844499,491.228277196874
19.3,180,3660.100084607227,1247.559916000659
19.35,13,3543.587233823568,794.778861097629
19.35,203,1510.272243705143,2670.586235953412
19.5,176,-38.727598381477,-118.388533010412
19.5,200,-730.748276267992,2827.340623194607
19.5,209,1517.070323618313,-1088.704663753939
19.5,278,-1020.466581754574,151.314658650045
19.5,376,930.750337099967,-104.74779712884
19.55,183,-1099.156612205995,-290.918368524251
19.65,124,-1116.165424318005,292.042105136049
19.75,67,308.438312908114,1539.580317902349
19.75,107,2812.678742085399,2938.225651330482
19.75,224,48.397374216693,3188.183730948043
19.8,191,276.514088312557,-723.940124176701
19.9,273,-1397.686911492964,64.303418595832
19.9,314,279.236294206129,-348.126904362607
19.95,85,2853.422110991572,-794.049836767846
19.95,101,-261.436436210637,-425.327056054776
20.0,1,2300.139423343983,585.059064173295
20.0,360,-785.514071924851,-635.959813154986
20.1,185,1589.165346057679,-1486.249927659174
20.15,201,997.006075568454,-1355.359971499959
20.15,299,1916.015336670534,1488.447318152723
20.2,109,-584.557682600704,2790.88249668733
20.2,131,2128.780001327819,1634.97375015705
20.2,356,593.668615572804,1152.499574579882
20.2,371,3466.276342525462,1428.241744510018
20.3,271,2300.394696852018,379.09853682035
20.3,365,1002.204734324537,749.956276281762
20.35,17,535.215176355663,3338.280261462032
20.35,138,469.181175119148,1222.075554172822
20.35,367,365.744978707572,3467.852467000706
20.35,372,724.154881548749,-1213.155727216786
20.4,4,-548.67952690186,3376.909888084297
20.4,212,1450.380981089765,-655.062668376507
20.5,80,215.758765466678,1344.560705958183
20.55,2,2569.769305783918,753.367716976116
20.55,348,545.357405890254,2656.877204251381
20.6,267,-602.653886491062,1345.516268317018
20.6,337,-713.279383975153,263.362885210924
20.65,10,-646.551597953329,-1249.46628662772
20.65,226,1165.881435319195,3497.211899069065
20.65,338,997.530527597133,-1228.992331039145
20.7,89,398.748635130747,-1264.343850074829
20.7,237,-999.075510559461,-696.01494803251
20.75,31,2322.796976058769,-400.096114727983
20.8,42,757.449919551797,3251.143955723474
20.8,287,-1346.226815087576,1679.537358724158
20.8,310,355.869080104544,3228.421723302979
20.85,167,59.067018407033,745.124004746472
21.0,213,3304.645624111359,1893.851245930858
21.05,330,1835.914018449201,-962.919329497656
21.05,354,2790.714018820174,3004.337944150982
21.1,305,-728.250985095463,1502.454831471752
21.15,94,1341.065859340627,-1332.836619158689
21.15,242,1857.592525654585,2426.461870087659
21.15,248,-1281.860459776227,-154.826402168304
21.25,51,-426.697963710164,1445.061427798998
21.4,120,772.79921600757,659.849200916908
21.4,187,1716.42366058745,717.457511052947
21.55,217,3852.022942838264,1131.828452302099
21.65,66,-1417.465326323244,1668.796749493982
21.65,260,-1086.220189415834,2430.020770739563
21.7,34,743.625803165632,-14.592379801989
21.7,103,-304.360940527713,62.583011329115
21.85,166,-488.016896111852,2422.522712367486
22.05,325,827.024338914626,2178.340131358098
22.1,298,-704.460963316143,2360.664932484086
22.15,308,-590.321429298434,-406.514668040049
22.15,344,1137.105109978226,2997.727335961685
22.35,194,2552.051907122976,-1286.857705467448
22.45,18,2252.124027908214,-504.775623486874
22.5,56,-76.18577747347,-1090.7846507598
22.6,11,2335.922550088429,-1182.249968727295
22.6,75,-705.294109642224,2640.489872774802
22.6,111,2244.159444754101,-289.991866808917
22.65,326,1550.937484212402,-1278.320679450944
22.75,139,203.129245054023,2270.883481548164
22.8,73,2584.775826906521,3291.563514936079
22.85,244,2404.526396637372,3014.545567939964
22.9,98,396.786158838473,-1430.717748458428
22.95,359,1047.031380206518,3486.165294706743
23.0,184,2380.816596048033,-1139.960256434741
23.0,225,1215.316263059643,3147.253205183798
23.0,307,-78.883703559894,607.143813573061
23.2,343,2670.14440613013,325.786763782538
23.25,115,1110.121103513775,1460.341968958294
23.25,118,1444.153620268022,3080.802148267616
23.25,292,468.518682657586,-829.774431805186
23.35,240,1063.453261172668,727.350226042026
23.4,246,644.704927643921,3509.759089205593
23.5,144,1666.855547900331,3120.115175360093
23.5,152,919.323002965703,-1379.080519946358
23.6,233,-746.890001590416,931.956169839283
23.65,366,-839.626321114685,2276.692856773839
23.7,23,-1356.142524685722,1222.652466763842
23.85,195,212.387728581087,-500.732237764297
23.95,43,3032.146017173745,-365.303692511005
24.15,204,1353.193934533308,-873.21988142637
24.4,163,715.275743287374,2019.448523885268
24.55,210,518.010182258419,-1561.797791382561
24.75,261,1415.632226902916,3376.661653238756
24.95,134,1388.445863962444,833.735974428248
25.9,370,-578.095032061452,2580.274565100248
25.95,8,-897.461973914155,2570.27623955226
26.0,331,421.72785528136,-517.947771791518
26.35,336,1962.293969199246,2136.486587026443
27.1,252,2629.709781902292,-952.232802997149
29.8,70,-716.677942475928,2436.207785888876
29.85,309,2593.921807006215,1701.907151668881
30.35,33,-1804.615756833052,1290.697760491728
30.85,358,3618.256915828165,1111.110005512274
30.95,324,2086.04512600575,403.397544598701
31.2,200,-829.155252935833,2772.872669015811
31.45,6,-997.664021229183,1307.163855148107
31.55,341,-5.565801394877,81.558096110628
31.7,313,2827.606936651953,-221.826363616555
32.7,228,-1884.508569532534,1015.630419973507
32.75,181,-397.197887563754,1487.658402392821
33.05,183,-1127.243751762603,-229.539523703527
33.85,26,2575.033384008329,3418.536805090689
33.95,269,321.592036138791,-878.190736869924
34.5,342,266.81007770196,3555.845824883843
34.75,373,1420.567173359392,1503.258204972549
34.95,95,172.858853365433,1546.275900135867
35.1,88,2489.662845815609,3294.728294580498
35.2,291,-138.554396736979,740.199154468265
35.3,288,-1577.311021891716,1596.409000747646
35.6,50,65.815225662981,-24.038655572961
35.6,266,2038.826105568908,156.823555214458
35.75,20,2961.285192144694,2756.766906896593
36.0,0,-53.926698510109,2230.316616866302
36.0,90,2890.690077084257,2212.371431520006
36.0,349,2230.034826561416,-1554.826463222726
36.45,132,2263.399625243839,2250.477364770128
36.5,286,-1559.992672258469,854.366749685149
36.65,156,803.762654430134,2410.953841260361
36.65,278,-936.335595607195,571.729382071895
36.75,177,2432.666979221495,3531.063176076035
36.85,92,3097.306168332997,479.235739727444
36.95,209,1478.709333859497,-1167.069177181457
37.1,82,2769.567369651477,1365.021512621867
37.15,242,1930.576028772888,2459.224780101648
37.15,335,2059.346210985428,2452.042800003984
37.4,16,3845.699156217935,1034.079157752978
37.4,106,-390.545420209344,2180.484951828212
37.4,362,766.868437376783,1962.579661320498
37.45,1,2349.169920106345,657.229507481062
37.45,21,-1696.395885134275,1145.748738806044
