time,satisfaction
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,nan
13.0,nan
14.0,0.5316542417322447
15.0,1.0
16.0,0.9204562250873557
17.0,0.8886414489568366
18.0,0.9343628424935552
19.0,0.8390890885733192
20.0,0.9358269251558111
21.0,0.9044572403203639
22.0,0.9237474167307779
23.0,0.9058620942823529
24.0,0.8760039164886031
25.0,0.9171712544913896
26.0,0.909926084681686
27.0,0.8909509441695163
28.0,0.8563230831403428
29.0,0.8977627958037738
30.0,0.8963484673389613
31.0,0.8462459646375993
32.0,0.8288096695012115
33.0,0.8728647313397893
34.0,0.9060921884581465
35.0,0.922599422302907
36.0,0.9392535659552201
37.0,0.8481805533643199
38.0,0.9054163688561793
39.0,0.9124316457642301
40.0,0.9580266602776094
41.0,0.9041509651079189
42.0,0.9211782481892354
43.0,0.8940073336613553
44.0,0.9103929638497136
45.0,0.8601607328562768
46.0,0.8623290742762564
47.0,0.8676265778467178
48.0,0.9251348346166118
49.0,0.9033442152947557
50.0,0.9146233398298708
51.0,0.962138115551501
52.0,0.9193755904998288
53.0,0.877144162541878
54.0,0.9666616996618034
55.0,0.940309368475599
56.0,0.9077950355527674
57.0,0.9765840206488127
58.0,0.9156842925666928
59.0,0.9402923580019661
60.0,0.9354215836329972
61.0,0.9919231346511123
62.0,1.0
63.0,0.9501050069458941
64.0,0.9801921407840729
65.0,0.9509078794374435
66.0,0.9825759766074061
67.0,0.9645368731614828
68.0,1.0
69.0,0.9656048804608643
70.0,0.9765187283034797
71.0,1.0
72.0,0.9330822763326707
73.0,0.955137694312251
74.0,0.9364390511255684
75.0,0.9638444244328828
76.0,0.9736187165433295
77.0,0.9518188904219885
78.0,0.9924959473080381
79.0,0.989880526969573
80.0,0.9689103859409974
81.0,0.9966246719897514
