time,lb ratio
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,0.0526315789473684
13.0,nan
14.0,0.0526315789473684
15.0,0.0590521948023586
16.0,0.0526315789473684
17.0,0.0603419376466645
18.0,0.1004809390538815
19.0,0.1560558496315659
20.0,0.1807537289282458
21.0,0.1796980202274876
22.0,0.3035265967570899
23.0,0.3108159489633175
24.0,0.258952905854971
25.0,0.3111212190129634
26.0,0.2673525400907977
27.0,0.2673525400907977
28.0,0.2614823899262432
29.0,0.2202100688156465
30.0,0.2202100688156465
31.0,0.2334561435079511
32.0,0.2173614619777119
33.0,0.2145308924485126
34.0,0.2145800246554348
