time,user,x pos,y pos
11.3,323,2469.036791910758,3185.566649379702
12.45,30,1077.633249318947,2263.2778717882
13.2,271,1866.651954081076,1736.990267919309
13.6,302,2404.818072048921,3169.093002539053
13.9,291,-1294.465537736736,1428.963305696292
14.0,13,396.202565958311,-364.858752920541
14.0,112,870.746749436766,2167.604954713089
14.05,25,1990.417038634956,1406.579287772413
14.2,328,3123.972683904924,1262.28350108683
14.35,64,-1347.245828114678,1431.055924217862
14.55,352,2097.639118026134,3121.298599281568
14.6,121,960.534617795658,1606.286159260045
14.85,373,1681.007415168618,-1505.643142820511
15.15,73,3260.695420046366,1678.673834571047
15.2,278,-98.960267354122,3491.105080335542
15.45,75,438.964189125906,-1221.658251281614
15.5,351,962.195574824468,556.310897203046
15.55,88,-235.455241854158,3315.169925884603
15.85,296,2366.249625722892,474.200251363631
15.95,100,1203.106358722183,-280.623017751606
16.0,23,2507.620726206162,1369.756494987566
16.05,35,1667.441687962891,-1314.399844679531
16.1,326,2325.962419092506,3503.64641706096
16.15,236,2222.131023525641,323.77219150013
16.2,12,2054.807475141671,465.463190549966
16.2,335,2412.443028846238,3023.524532166695
16.35,259,567.321423163312,-547.870569779618
16.4,97,3293.874910350657,1948.965957390314
16.4,318,1791.647851707251,-1102.715682151512
16.45,308,2105.165150510908,-1389.131383063161
16.5,322,-588.581056620731,3219.434586313368
16.6,91,-771.161800817015,-948.192278105078
16.65,223,2593.520317387618,1133.320102358638
16.7,49,-1281.702944592863,2170.347159847392
16.75,194,-83.144902162277,-101.057001743246
16.95,358,2719.90673311335,2810.130898641142
17.0,327,2974.040124502402,-436.5414500265
17.1,330,-567.978265839465,3250.637857933071
17.15,363,-479.50496637672,1053.509209290942
17.2,134,2407.786225622624,-778.80048413004
17.2,221,1423.828000180433,2629.330997608393
17.2,268,2097.458147757001,2382.207306420175
17.25,149,1281.390920378857,2163.554413782339
17.25,172,3265.562822697788,1928.354138332394
17.35,60,3803.157280680311,933.012201547094
17.35,165,2016.024750771518,1802.608620928972
17.35,208,2142.563231295931,3487.642948019386
17.4,22,3570.032224999305,828.526045666152
