time,current bs,user,conn_sinr,x pos,y pos
23.3,16,124,-6.342577213168,2377.990357923352,1984.340398738551
28.25,17,75,-6.537948195385,-239.742810062964,2671.959845141472
41.15,4,366,-8.413997403412,-734.666121037011,99.430751816155
44.35,7,297,-11.317841546289,2589.066648763453,-98.115717252484
45.3,15,288,-8.779034676934,1384.905013500179,1978.006352052896
52.7,18,244,-9.869922325265,966.652573049987,2660.688085975683
72.0,4,77,-6.067458204294,-758.098464590765,172.658591620668
78.95,13,214,-8.664044741986,-744.655758315425,2006.957117728419
83.6,5,109,-7.448875602904,298.916771026682,94.741260555423
85.2,11,231,-8.08010625321,2093.055065024101,1179.748897613013
103.5,13,175,-6.87721218172,-466.631882030319,2043.15612856932
104.2,10,264,-6.122040787154,872.7472305352,1065.686499410884
107.2,4,154,-12.368726955241,-436.2625068698,279.372202362942
107.5,15,18,-9.318256250301,1463.344680713072,1747.862338555663
119.55,6,50,-6.757029213764,1587.883191830721,263.528192073803
124.0,18,261,-6.000831403953,1001.962555688061,2623.000097716989
130.1,7,376,-7.04288868449,2727.616447529436,136.781077646887
142.3,10,215,-9.06317264932,803.737731095822,1022.145442678762
168.9,4,92,-7.272676038194,-378.657281013709,21.315580931335
169.6,7,103,-9.306111895717,2747.999068242155,217.482171837177
171.15,15,341,-6.44339320127,1371.925086160534,1996.394957443938
173.4,10,67,-7.300524158174,1118.140618518764,1105.483028214024
173.9,16,147,-7.052131756917,2658.871252746393,2030.991514692743
179.05,12,16,-7.135218537889,2896.755003536386,1042.729410758348
179.7,4,63,-7.503744242744,-608.899132916146,-60.832267863222
180.45,12,361,-7.285960602596,3018.072739116818,1211.608462877879
181.25,13,313,-6.031497858578,-468.613486121384,1718.239942984391
202.15,19,178,-7.774348194708,2060.175137169379,2631.879671391217
210.75,16,22,-8.104220116228,2520.060979507319,2054.336465026507
211.75,10,167,-12.473981175592,1203.627096236438,902.278230665426
211.9,12,39,-10.51433406415,3201.589731031835,830.897421075731
215.05,1,157,-6.13892457098,1.5679737526,-631.262109256029
218.5,18,236,-6.896358345537,1165.866231925013,2778.215751563612
220.0,12,107,-7.741635449627,3036.881852051325,848.579833638477
220.85,7,338,-6.941138311931,2671.204213060273,-51.339043442203
