time,availability
0.0,1.0
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,0.9625414888572784
15.0,0.9502133712660029
16.0,0.9554291133238503
17.0,0.9606448553816974
18.0,0.9592223802750119
19.0,0.957799905168326
20.0,0.9027975343764817
21.0,0.9269796111901375
22.0,0.9269796111901375
23.0,0.9042200094831674
24.0,0.8952110004741584
25.0,0.9127548601232811
26.0,0.9127548601232811
27.0,0.8857278330962541
28.0,0.8852536747273589
29.0,0.9160739687055476
30.0,0.9160739687055476
