time,satisfaction
0.0,nan
1.0,nan
2.0,nan
3.0,nan
4.0,nan
5.0,nan
6.0,nan
7.0,nan
8.0,nan
9.0,nan
10.0,nan
11.0,nan
12.0,1.0
13.0,nan
14.0,0.7301257475788281
15.0,0.8848245907257564
16.0,0.9778526368702035
17.0,0.9274053141362056
18.0,0.8968939643852507
19.0,0.9128703998232662
20.0,0.9165747440442259
21.0,0.9173784140115021
22.0,0.8683010829686918
23.0,0.909182759224671
24.0,0.9733086796488569
25.0,0.9336016986426138
26.0,0.9431451988194316
27.0,0.9778126064951794
28.0,0.992996225483564
29.0,0.9690183923093217
30.0,0.9863979037338891
31.0,0.9302309659359185
32.0,0.9006261156301781
33.0,0.8964045079514598
34.0,0.9098131317267152
